row_id,order_id,product_id,sales,postal_code
151,CA-2017-114489,OFF-BI-10002735,171.55,53132.0
152,CA-2017-158834,OFF-AP-10000326,157.92,85254.0
153,CA-2017-158834,TEC-PH-10001254,203.184,85254.0
154,CA-2016-124919,OFF-PA-10001950,58.38,95123.0
155,CA-2016-124919,OFF-PA-10002254,105.52,95123.0
156,CA-2016-124919,OFF-ST-10001590,80.88,95123.0
157,CA-2016-118948,OFF-AR-10001547,6.63,98105.0
158,CA-2015-104269,FUR-CH-10004063,457.568,98115.0
159,CA-2017-114104,OFF-LA-10002475,14.62,73034.0
160,CA-2017-114104,TEC-PH-10004536,944.93,73034.0
161,CA-2017-162733,OFF-PA-10002751,5.98,90045.0
162,CA-2016-119697,TEC-AC-10003657,54.384,19134.0
163,CA-2017-154508,OFF-EN-10001990,28.4,88220.0
164,CA-2017-113817,OFF-BI-10004002,27.68,98115.0
165,CA-2015-139892,OFF-AR-10004441,9.936,78207.0
166,CA-2015-139892,TEC-MA-10000822,8159.952,78207.0
167,CA-2015-139892,OFF-ST-10000991,275.928,78207.0
168,CA-2015-139892,FUR-CH-10004287,1740.06,78207.0
169,CA-2015-139892,OFF-AR-10002656,32.064,78207.0
170,CA-2015-139892,OFF-AP-10002518,177.98,78207.0
171,CA-2015-139892,TEC-PH-10003931,143.976,78207.0
172,CA-2015-118962,OFF-PA-10000659,20.94,90004.0
173,CA-2015-118962,OFF-PA-10001144,110.96,90004.0
174,CA-2015-118962,FUR-CH-10003817,340.144,90004.0
175,US-2015-100853,OFF-AP-10000891,52.448,60623.0
176,US-2015-100853,OFF-LA-10003148,20.16,60623.0
177,US-2018-152366,OFF-AP-10002684,97.264,77036.0
178,US-2016-101511,FUR-CH-10004698,396.802,43055.0
179,US-2016-101511,OFF-SU-10002189,15.88,43055.0
180,CA-2016-137225,OFF-AR-10001940,3.28,10009.0
181,CA-2015-166191,OFF-ST-10003455,24.816,62521.0
182,CA-2015-166191,TEC-AC-10004659,408.744,62521.0
183,CA-2015-158274,TEC-PH-10003273,503.96,71203.0
184,CA-2015-158274,TEC-PH-10004896,149.95,71203.0
185,CA-2015-158274,TEC-AC-10002345,29.0,71203.0
186,CA-2017-105018,OFF-BI-10001890,7.16,6824.0
187,CA-2015-123260,TEC-AC-10002323,176.8,90032.0
188,CA-2017-157000,OFF-ST-10001328,37.224,75051.0
189,CA-2017-157000,OFF-PA-10001950,20.016,75051.0
190,CA-2016-102281,FUR-BO-10002613,899.136,10035.0
191,CA-2016-102281,TEC-PH-10001552,71.76,10035.0
192,CA-2016-102281,OFF-PA-10000061,51.84,10035.0
193,CA-2016-102281,FUR-BO-10002545,626.352,10035.0
194,CA-2016-102281,OFF-AR-10003514,19.9,10035.0
195,CA-2016-131457,OFF-EN-10001509,14.28,92374.0
196,CA-2015-140004,OFF-AR-10004685,7.408,45011.0
197,CA-2015-140004,OFF-AR-10004027,6.048,45011.0
198,CA-2018-107720,OFF-ST-10001414,46.26,7090.0
199,US-2018-124303,OFF-BI-10000343,2.946,19120.0
200,US-2018-124303,OFF-PA-10002749,16.056,19120.0
201,CA-2018-105074,OFF-PA-10002666,21.744,44312.0
202,CA-2015-133690,FUR-TA-10004289,218.75,80219.0
203,CA-2015-133690,OFF-AP-10003622,2.6,80219.0
204,US-2018-116701,OFF-AP-10003217,66.284,75220.0
205,CA-2018-126382,FUR-FU-10002960,35.168,37064.0
206,CA-2018-108329,TEC-PH-10001918,444.768,90604.0
207,CA-2018-135860,OFF-ST-10000642,83.92,48601.0
208,CA-2018-135860,TEC-PH-10001700,131.98,48601.0
209,CA-2018-135860,OFF-BI-10003274,15.92,48601.0
210,CA-2018-135860,OFF-FA-10000134,52.29,48601.0
211,CA-2018-135860,OFF-ST-10001522,91.99,48601.0
212,CA-2016-101007,TEC-AC-10001266,20.8,75220.0
213,CA-2016-146262,OFF-LA-10004544,23.68,44256.0
214,CA-2016-146262,FUR-BO-10004695,452.45,44256.0
215,CA-2016-146262,TEC-PH-10002844,62.982,44256.0
216,CA-2016-146262,TEC-MA-10000864,1188.0,44256.0
217,CA-2016-146262,TEC-AC-10000109,89.584,44256.0
218,CA-2017-130162,OFF-ST-10001328,93.06,90032.0
219,CA-2017-130162,TEC-PH-10002563,302.376,90032.0
220,CA-2016-169397,OFF-FA-10000585,5.584,43017.0
221,CA-2016-169397,OFF-PA-10004000,22.704,43017.0
222,CA-2016-169397,OFF-BI-10002852,19.776,43017.0
223,CA-2016-169397,FUR-FU-10000087,72.704,43017.0
224,CA-2016-169397,TEC-MA-10001148,479.988,43017.0
225,CA-2016-169397,OFF-AR-10001958,27.168,43017.0
226,CA-2016-163055,OFF-AR-10001026,2.2,48227.0
227,CA-2016-163055,FUR-TA-10003748,622.45,48227.0
228,CA-2016-163055,OFF-ST-10002485,21.98,48227.0
229,US-2016-145436,FUR-CH-10004860,161.568,38401.0
230,US-2016-145436,FUR-CH-10004477,389.696,38401.0
231,US-2015-156216,OFF-BI-10001679,18.648,28205.0
232,US-2018-100930,FUR-TA-10001705,233.86,33614.0
233,US-2018-100930,FUR-TA-10003473,620.6145,33614.0
234,US-2018-100930,OFF-BI-10001679,5.328,33614.0
235,US-2018-100930,FUR-FU-10004017,258.072,33614.0
236,US-2018-100930,TEC-AC-10003832,617.976,33614.0
237,CA-2018-160514,OFF-PA-10002479,10.56,95051.0
238,CA-2017-157749,OFF-PA-10003349,25.92,60610.0
239,CA-2017-157749,FUR-FU-10000576,419.68,60610.0
240,CA-2017-157749,FUR-FU-10004351,11.688,60610.0
241,CA-2017-157749,TEC-PH-10000011,31.984,60610.0
242,CA-2017-157749,FUR-TA-10002607,177.225,60610.0
243,CA-2017-157749,FUR-FU-10002505,4.044,60610.0
244,CA-2017-157749,OFF-AR-10004685,7.408,60610.0
245,CA-2015-131926,FUR-CH-10004063,2001.86,55044.0
246,CA-2015-131926,OFF-ST-10002276,166.72,55044.0
247,CA-2015-131926,OFF-PA-10004082,47.88,55044.0
248,CA-2015-131926,OFF-AP-10002945,1503.25,55044.0
249,CA-2015-131926,OFF-PA-10000061,25.92,55044.0
250,CA-2017-154739,FUR-CH-10002965,321.568,94109.0
251,CA-2017-145625,OFF-PA-10004569,7.61,92037.0
252,CA-2017-145625,TEC-AC-10003832,3347.37,92037.0
253,CA-2017-146941,OFF-ST-10001228,80.58,10024.0
254,CA-2017-146941,OFF-EN-10003296,361.92,10024.0
255,US-2016-159982,FUR-FU-10002505,12.132,60623.0
256,US-2016-159982,OFF-ST-10004804,82.368,60623.0
257,US-2016-159982,OFF-ST-10001590,53.92,60623.0
258,US-2016-159982,TEC-PH-10001580,647.904,60623.0
259,CA-2018-163139,TEC-AC-10000290,20.37,10009.0
260,CA-2018-163139,OFF-ST-10002790,221.55,10009.0
261,CA-2018-163139,OFF-BI-10003460,17.52,10009.0
262,US-2018-155299,OFF-AP-10002203,1.624,77506.0
263,US-2015-106992,TEC-MA-10000822,3059.982,77036.0
264,US-2015-106992,TEC-MA-10003353,2519.958,77036.0
265,CA-2017-125318,TEC-PH-10001433,328.224,60610.0
266,CA-2016-155040,TEC-AC-10004469,79.9,94513.0
267,CA-2018-136826,OFF-AR-10003602,14.016,27514.0
268,CA-2017-111010,OFF-FA-10003472,7.56,7960.0
269,US-2018-145366,OFF-ST-10004180,37.208,45231.0
270,US-2018-145366,OFF-EN-10004386,57.576,45231.0
271,CA-2018-163979,OFF-ST-10003208,725.84,94110.0
272,CA-2016-155334,TEC-AC-10003628,209.93,94109.0
273,CA-2016-155334,FUR-FU-10003274,5.28,94109.0
274,CA-2016-155334,OFF-BI-10002557,10.92,94109.0
275,CA-2018-118136,OFF-PA-10002615,8.82,90301.0
276,CA-2018-118136,OFF-AR-10001427,5.98,90301.0
277,CA-2018-132976,OFF-PA-10000673,11.648,19140.0
278,CA-2018-132976,OFF-PA-10004470,18.176,19140.0
279,CA-2018-132976,OFF-ST-10000876,59.712,19140.0
280,CA-2018-132976,OFF-LA-10002043,24.84,19140.0
281,US-2016-161991,OFF-BI-10004967,2.08,77070.0
282,US-2016-161991,TEC-PH-10001760,1114.4,77070.0
283,CA-2016-130890,FUR-TA-10002903,1038.84,90004.0
284,CA-2016-130883,OFF-PA-10000474,141.76,97206.0
285,CA-2016-130883,TEC-AC-10001956,239.8,97206.0
286,CA-2016-130883,OFF-PA-10004100,31.104,97206.0
287,CA-2017-112697,OFF-BI-10000778,254.058,33319.0
288,CA-2017-112697,OFF-AP-10002684,194.528,33319.0
289,CA-2017-112697,OFF-SU-10000646,961.48,33319.0
290,CA-2017-110772,OFF-FA-10002983,19.096,43229.0
291,CA-2017-110772,OFF-LA-10004689,18.496,43229.0
292,CA-2017-110772,TEC-AC-10002001,255.984,43229.0
293,CA-2017-110772,FUR-BO-10004709,86.97,43229.0
294,CA-2015-111451,FUR-FU-10004091,300.416,80906.0
295,CA-2015-111451,FUR-CH-10001891,230.352,80906.0
296,CA-2015-111451,FUR-FU-10002918,218.352,80906.0
297,CA-2015-111451,OFF-BI-10004593,78.6,80906.0
298,CA-2015-111451,OFF-FA-10004854,27.552,80906.0
299,CA-2017-142545,OFF-PA-10002105,32.4,7109.0
300,CA-2017-142545,OFF-ST-10002756,1082.48,7109.0
301,CA-2017-142545,OFF-PA-10004243,56.91,7109.0
302,CA-2017-142545,FUR-FU-10001861,77.6,7109.0
303,CA-2017-142545,OFF-BI-10002706,14.28,7109.0
304,US-2018-152380,FUR-TA-10002533,219.075,60623.0
305,CA-2016-144253,FUR-FU-10002671,26.8,10024.0
306,CA-2015-130960,OFF-AR-10003651,9.84,48180.0
307,CA-2015-111003,OFF-BI-10001072,45.48,8701.0
308,CA-2015-111003,OFF-AR-10002135,289.2,8701.0
309,CA-2018-126774,OFF-AR-10002804,4.89,22204.0
310,CA-2017-142902,FUR-FU-10001918,15.136,80004.0
311,CA-2017-142902,FUR-CH-10004086,466.768,80004.0
312,CA-2017-142902,FUR-FU-10001756,15.232,80004.0
313,CA-2017-142902,OFF-LA-10000634,6.264,80004.0
314,CA-2015-120887,FUR-FU-10001588,87.54,7601.0
315,CA-2015-167850,TEC-PH-10002398,178.384,33710.0
316,CA-2015-167850,OFF-PA-10001937,15.552,33710.0
317,CA-2015-164259,OFF-AR-10003373,99.136,19143.0
318,CA-2015-164973,FUR-CH-10002602,135.882,10024.0
319,CA-2015-164973,TEC-MA-10002927,3991.98,10024.0
320,CA-2015-164973,TEC-PH-10004093,275.94,10024.0
321,CA-2015-164973,TEC-AC-10000892,360.0,10024.0
322,CA-2015-164973,OFF-ST-10002974,43.57,10024.0
323,CA-2015-156601,OFF-FA-10000624,7.16,90805.0
324,CA-2017-162138,OFF-BI-10004593,251.52,92345.0
325,CA-2017-162138,TEC-AC-10001908,99.99,92345.0
326,CA-2018-153339,FUR-FU-10001967,15.992,37130.0
327,US-2017-141544,TEC-PH-10003645,290.898,19143.0
328,US-2017-141544,OFF-ST-10000675,54.224,19143.0
329,US-2017-141544,FUR-CH-10003312,786.744,19143.0
330,US-2017-141544,OFF-LA-10001074,100.24,19143.0
331,US-2017-141544,OFF-BI-10001524,37.764,19143.0
332,US-2017-150147,TEC-PH-10004614,82.8,19134.0
333,US-2017-150147,OFF-BI-10001153,20.724,19134.0
334,US-2017-150147,OFF-BI-10001982,4.896,19134.0
335,CA-2016-137946,OFF-BI-10001922,4.752,90045.0
336,CA-2016-137946,TEC-CO-10001449,959.984,90045.0
337,CA-2016-137946,OFF-BI-10004140,14.368,90045.0
338,CA-2015-129924,OFF-BI-10003314,7.712,94122.0
339,CA-2015-129924,FUR-TA-10004575,698.352,94122.0
340,CA-2016-128167,OFF-FA-10000490,4.96,84041.0
341,CA-2015-122336,OFF-AR-10000122,17.856,19140.0
342,CA-2015-122336,OFF-BI-10003656,509.97,19140.0
343,CA-2015-122336,OFF-FA-10002780,30.992,19140.0
344,CA-2015-122336,TEC-PH-10000702,71.928,19140.0
345,US-2016-120712,OFF-ST-10000107,88.8,78745.0
346,CA-2018-169901,TEC-PH-10002293,47.976,94122.0
347,CA-2018-134306,OFF-AR-10004027,7.56,1852.0
348,CA-2018-134306,OFF-PA-10000249,24.56,1852.0
349,CA-2018-134306,OFF-AR-10001374,12.96,1852.0
350,CA-2017-129714,TEC-AC-10000290,6.79,10009.0
351,CA-2017-129714,OFF-PA-10001970,24.56,10009.0
352,CA-2017-129714,OFF-BI-10002160,3.048,10009.0
353,CA-2017-129714,OFF-PA-10001970,49.12,10009.0
354,CA-2017-129714,OFF-BI-10004995,4355.168,10009.0
355,CA-2017-138520,FUR-BO-10002268,388.704,10035.0
356,CA-2017-138520,OFF-EN-10001137,8.26,10035.0
357,CA-2017-138520,OFF-AR-10002399,17.04,10035.0
358,CA-2017-138520,OFF-PA-10002713,34.4,10035.0
359,CA-2017-130001,OFF-PA-10002666,36.24,28205.0
360,CA-2018-155698,OFF-AP-10001124,647.84,31907.0
361,CA-2018-155698,OFF-LA-10001158,20.7,31907.0
362,CA-2018-144904,OFF-LA-10001158,20.7,10009.0
363,CA-2018-144904,FUR-CH-10000785,488.646,10009.0
364,CA-2018-144904,OFF-AR-10003732,5.56,10009.0
365,CA-2018-144904,FUR-FU-10000023,47.12,10009.0
366,CA-2015-123344,OFF-ST-10001713,211.96,94109.0
367,CA-2017-155516,OFF-BI-10002412,23.2,6040.0
368,CA-2017-155516,OFF-SU-10001225,7.36,6040.0
369,CA-2017-155516,OFF-ST-10002406,104.79,6040.0
370,CA-2017-155516,FUR-BO-10002545,1043.92,6040.0
371,CA-2018-104745,OFF-PA-10002036,25.92,78550.0
372,CA-2018-104745,OFF-ST-10002205,53.424,78550.0
373,US-2015-119137,OFF-BI-10001982,8.16,85705.0
374,US-2015-119137,TEC-AC-10003911,1023.936,85705.0
375,US-2015-119137,OFF-AR-10000658,9.24,85705.0
376,US-2015-119137,TEC-AC-10002076,479.04,85705.0
377,US-2017-134656,OFF-PA-10003039,99.136,62301.0
378,US-2018-134481,FUR-TA-10004915,1488.424,2038.0
379,CA-2016-130792,OFF-AP-10000696,8.652,77095.0
380,CA-2016-130792,OFF-ST-10003327,23.832,77095.0
381,CA-2016-130792,OFF-BI-10000309,12.176,77095.0
382,CA-2017-134775,OFF-PA-10004734,50.96,94109.0
383,CA-2017-134775,OFF-BI-10002225,49.536,94109.0
384,CA-2016-125395,TEC-AC-10004708,41.9,48180.0
385,US-2016-168935,FUR-TA-10000617,375.4575,33024.0
386,US-2016-168935,TEC-AC-10002335,83.976,33024.0
387,CA-2016-122756,TEC-MA-10001681,482.34,19140.0
388,CA-2016-122756,FUR-FU-10001935,2.96,19140.0
389,CA-2015-115973,OFF-AR-10004757,2.624,45231.0
390,CA-2018-101798,OFF-BI-10000050,23.36,10009.0
391,CA-2018-101798,TEC-AC-10001998,39.98,10009.0
392,US-2015-135972,TEC-PH-10003012,246.384,98198.0
393,US-2015-135972,TEC-CO-10002313,1799.97,98198.0
394,US-2015-134971,OFF-BI-10003982,12.462,61604.0
395,CA-2018-102946,OFF-BI-10004492,75.792,89115.0
396,CA-2018-165603,OFF-ST-10000798,49.96,2886.0
397,CA-2018-165603,OFF-PA-10002552,12.96,2886.0
398,CA-2016-122259,OFF-SU-10002573,70.12,49201.0
399,CA-2017-108987,OFF-ST-10001580,35.952,77036.0
400,CA-2017-108987,FUR-BO-10004834,2396.2656,77036.0
401,CA-2017-108987,OFF-ST-10000934,131.136,77036.0
402,CA-2017-108987,TEC-AC-10000158,57.584,77036.0
403,CA-2015-113166,OFF-PA-10001947,9.568,33180.0
404,CA-2015-155208,OFF-AR-10003478,39.072,28403.0
405,CA-2018-117933,OFF-AP-10004249,35.91,10024.0
406,CA-2018-117457,TEC-AC-10000158,179.95,94110.0
407,CA-2018-117457,TEC-CO-10004115,1199.976,94110.0
408,CA-2018-117457,OFF-PA-10003724,27.15,94110.0
409,CA-2018-117457,FUR-TA-10002041,1004.024,94110.0
410,CA-2018-117457,OFF-PA-10002893,9.68,94110.0
411,CA-2018-117457,OFF-LA-10003766,28.35,94110.0
412,CA-2018-117457,OFF-PA-10001970,55.98,94110.0
413,CA-2018-117457,FUR-BO-10001972,1336.829,94110.0
414,CA-2018-117457,FUR-CH-10003956,113.568,94110.0
415,CA-2018-142636,OFF-PA-10000157,139.86,98105.0
416,CA-2018-142636,FUR-CH-10001891,307.136,98105.0
417,CA-2018-122105,OFF-AR-10004344,95.92,92646.0
418,CA-2017-148796,FUR-CH-10004886,383.8,90004.0
419,CA-2018-154816,OFF-PA-10003845,5.78,40475.0
420,CA-2018-110478,OFF-AR-10001573,9.32,90045.0
421,CA-2018-110478,OFF-EN-10000483,15.25,90045.0
422,CA-2015-142048,TEC-AC-10004114,196.752,80027.0
423,CA-2018-125388,FUR-FU-10004712,56.56,1841.0
424,CA-2018-125388,OFF-ST-10000918,32.7,1841.0
425,CA-2018-155705,FUR-CH-10000015,866.4,39212.0
426,CA-2018-149160,FUR-FU-10003347,28.4,48187.0
427,CA-2018-149160,OFF-BI-10001543,287.92,48187.0
428,CA-2015-101476,TEC-MA-10000029,69.99,10801.0
429,CA-2018-152275,OFF-AR-10000369,6.672,78207.0
430,US-2017-123750,OFF-BI-10004584,189.588,28052.0
431,US-2017-123750,TEC-AC-10004659,408.744,28052.0
432,US-2017-123750,TEC-AC-10004659,291.96,28052.0
433,US-2017-123750,OFF-ST-10000617,4.768,28052.0
434,CA-2017-127369,OFF-ST-10003306,714.3,1852.0
435,US-2015-150574,OFF-BI-10000773,4.812,32216.0
436,US-2015-150574,TEC-AC-10002600,247.8,32216.0
437,CA-2017-147375,TEC-MA-10002937,1007.979,60623.0
438,CA-2017-147375,OFF-PA-10001970,313.488,60623.0
439,CA-2018-130043,OFF-PA-10002230,31.872,77070.0
440,CA-2018-157252,FUR-CH-10003396,207.846,10024.0
441,CA-2017-115756,FUR-FU-10000246,12.22,48227.0
442,CA-2017-115756,OFF-ST-10000060,194.94,48227.0
443,CA-2017-115756,OFF-ST-10003058,70.95,48227.0
444,CA-2017-115756,OFF-PA-10002222,91.36,48227.0
445,CA-2017-115756,FUR-CH-10002372,242.94,48227.0
446,CA-2017-115756,OFF-LA-10001317,22.05,48227.0
447,CA-2018-154214,FUR-FU-10000206,2.91,47201.0
448,CA-2017-166674,OFF-AR-10000588,59.52,13021.0
449,CA-2017-166674,OFF-ST-10001469,161.94,13021.0
450,CA-2017-166674,OFF-AR-10001953,263.88,13021.0
451,CA-2017-166674,OFF-AR-10003156,30.48,13021.0
452,CA-2017-166674,OFF-AR-10004974,9.84,13021.0
